job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
Data Analyst,Female,Asian (other),High School,Tier 2,10.47,0.691,82.1,0.24439646333793597,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,4.39,0.936,79.0,0.2412479883174167,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,5.85,0.868,86.9,0.6750364630482423,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,5.25,0.759,81.4,0.2229091422960343,❌ REJECT
Data Analyst,Female,Other,PhD,Tier 3,7.87,1.0,98.0,0.3699921977350675,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,7.56,0.871,93.1,0.28727232637595324,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,5.56,0.789,82.5,0.2584898547667453,❌ REJECT
Data Analyst,Male,African,PhD,Tier 3,3.9,0.352,92.2,0.1509460563746246,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,3.3,0.297,78.4,0.06216502130998916,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,22.8,1.0,79.1,0.4660197835440767,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),4.28,0.914,72.7,0.5845318619232401,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,14.47,1.0,54.0,0.643039679347823,✅ SHORTLIST
Data Analyst,Non-binary/Other,Indian,Master,Tier 2,7.22,0.692,84.9,0.5975798785022678,✅ SHORTLIST
Data Analyst,Female,Other,Bachelor,Tier 3,12.01,1.0,97.6,0.35280927569512577,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,11.56,0.895,98.0,0.3345220124101504,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,8.74,0.97,96.9,0.48869648888899625,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,6.75,0.728,97.7,0.1558873867841389,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,6.03,0.579,83.8,0.17962089878241,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,9.17,0.79,64.9,0.16093741157498492,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),6.53,1.0,98.0,0.5183116805309579,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),5.05,0.894,91.2,0.2845791369814242,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,3.32,0.98,90.6,0.5709854580730845,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,7.13,0.906,98.0,0.4488666116737845,❌ REJECT
Data Analyst,Female,Other,Master,Tier 1 (Top),17.75,1.0,87.4,0.7427101397826117,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 2,9.65,0.575,65.8,0.0775786101106824,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,15.16,0.683,68.7,0.14413243976191198,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,10.2,0.763,72.7,0.18906816255149703,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,20.4,0.607,65.7,0.17936331307417366,❌ REJECT
Data Analyst,Male,American,High School,Tier 1 (Top),4.85,1.0,95.8,0.40056562454108585,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,5.46,0.621,81.4,0.22105489579883483,❌ REJECT
Data Analyst,Female,European,High School,Tier 2,7.29,0.813,67.4,0.19379511611030395,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,29.16,0.928,54.3,0.7000507058206666,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 2,12.1,0.973,98.0,0.6678781675977342,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 2,14.52,0.755,83.8,0.3908943177435004,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,15.9,0.967,97.0,0.5781818268354078,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,10.01,0.82,91.5,0.3434587522795907,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,4.15,0.76,82.5,0.12579033558204436,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 1 (Top),14.09,1.0,89.1,0.5095606492843124,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,10.89,1.0,98.0,0.576635173839086,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,7.32,0.71,80.4,0.15429711935687693,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,16.4,0.938,87.0,0.7329816037104006,✅ SHORTLIST
Data Analyst,Female,Indian,PhD,Tier 3,3.52,1.0,69.9,0.6282548315205776,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,6.96,1.0,87.4,0.24663596032248997,❌ REJECT
Data Analyst,Male,American,Bachelor,Unknown,9.43,0.658,83.7,0.17496995417634673,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 3,5.52,0.879,70.2,0.16288882820546077,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,6.05,0.616,98.0,0.15936155765076915,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,3.15,0.965,70.2,0.15442117002968403,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,10.73,1.0,69.3,0.4019882271710103,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,12.56,0.814,67.2,0.17238706479861846,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,10.4,1.0,77.4,0.2818815477817831,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 1 (Top),10.19,0.721,86.7,0.677281107610186,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 1 (Top),13.2,0.639,66.6,0.09596137001326559,❌ REJECT
Data Analyst,Male,American,PhD,Tier 1 (Top),13.15,1.0,98.0,0.8581539277153435,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,11.63,0.892,98.0,0.4240305355819292,❌ REJECT
Data Analyst,Female,European,PhD,Tier 2,11.43,1.0,94.4,0.6542193045627642,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,14.48,1.0,87.4,0.7172358986816065,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,7.72,0.653,98.0,0.3281147716387843,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 1 (Top),4.1,0.622,85.3,0.5511462846077897,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 2,6.6,0.539,92.5,0.10043375591378798,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,7.97,0.653,62.8,0.5064828263338735,✅ SHORTLIST
Data Analyst,Female,American,PhD,Tier 2,5.17,1.0,95.6,0.7422901060649281,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 3,4.06,0.984,84.1,0.3052484353611142,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,7.58,0.674,85.5,0.18763652441871753,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 1 (Top),3.0,1.0,70.5,0.17584418411161207,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,22.77,1.0,97.7,0.8352000183120988,✅ SHORTLIST
Data Analyst,Male,American,Master,Tier 3,17.08,1.0,81.5,0.8379392681234242,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,12.31,0.866,53.1,0.22095623933967137,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 2,5.78,0.678,89.9,0.15633141146119278,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,5.74,1.0,98.0,0.5861709889369474,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,5.34,0.971,86.1,0.2818271985447479,❌ REJECT
Data Analyst,Male,American,Master,Tier 1 (Top),8.33,1.0,98.0,0.7282049915994641,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,8.29,0.583,72.2,0.10748888894289309,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,4.41,0.972,78.9,0.3839840112661396,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,6.07,0.852,73.6,0.18599264341553742,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),10.41,0.966,88.5,0.31391075525731893,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,14.15,0.981,73.1,0.7018861519028181,✅ SHORTLIST
Data Analyst,Male,European,Master,Tier 1 (Top),7.04,0.993,82.5,0.5137847436775089,✅ SHORTLIST
Data Analyst,Female,Asian (other),Master,Tier 2,10.94,0.725,83.9,0.2600889480474093,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,11.2,0.903,70.9,0.23201138975162083,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,5.75,0.554,74.6,0.047864081989079314,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,12.98,0.466,79.5,0.11352496357650205,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),18.5,0.967,96.9,0.6888737183429331,✅ SHORTLIST
Data Analyst,Female,Indian,High School,Tier 3,14.19,0.911,78.2,0.2724581647481131,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,28.23,0.714,71.1,0.30639196516818684,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,11.7,0.713,66.7,0.07918811640427167,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,5.08,0.918,96.1,0.3916641678425378,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,12.48,1.0,82.4,0.4456740876595848,❌ REJECT
Data Analyst,Male,Other,Master,Tier 2,9.49,0.45,70.9,0.0816917600220041,❌ REJECT
Data Analyst,Male,Other,High School,Tier 3,11.35,0.95,80.5,0.27246913246292137,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,3.77,0.896,92.1,0.3720688530321857,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,21.05,0.644,73.0,0.21903310496365702,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,8.85,1.0,98.0,0.5291259417346046,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,22.02,1.0,86.1,0.7028443605133708,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 3,15.9,0.541,86.5,0.11438821687059825,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,29.06,0.782,97.0,0.7378326479018668,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Master,Tier 3,11.53,0.777,98.0,0.7259626456203075,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,7.55,0.797,80.3,0.497668962913936,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 1 (Top),12.79,0.919,90.6,0.77580250151682,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,8.08,0.732,96.2,0.35921474488794986,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,14.66,1.0,78.0,0.3905829161367869,❌ REJECT
Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,3.64,0.303,93.0,0.11323085260438857,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,19.57,1.0,90.0,0.8079445595427521,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 1 (Top),3.81,0.777,93.8,0.2971971556390631,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,4.8,1.0,77.3,0.2525173419289771,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,11.75,0.996,94.6,0.7942040085249154,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),11.66,1.0,74.9,0.3488545712635203,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,16.33,1.0,98.0,0.882533959229899,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 3,17.37,0.583,98.0,0.37551279081590605,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,6.62,0.498,73.2,0.1053292740830597,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 3,12.46,0.902,77.4,0.230281505373705,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,9.71,0.508,86.3,0.12374183927632591,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,3.01,0.798,84.1,0.5520968447259118,✅ SHORTLIST
Data Analyst,Non-binary/Other,Indian,Master,Tier 3,5.12,0.76,77.6,0.08928385143486105,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,11.3,1.0,89.8,0.5162822255908732,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,6.7,0.839,90.9,0.6755570917897757,✅ SHORTLIST
Data Analyst,Non-binary/Other,Other,Bachelor,Tier 1 (Top),4.65,0.232,62.7,0.06840087376137421,❌ REJECT
Data Analyst,Female,Other,Master,Tier 3,9.85,1.0,87.7,0.6801869251271354,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,5.01,0.394,72.1,0.02122087413458642,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,7.57,0.697,74.8,0.060398309810918205,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,13.84,0.976,73.0,0.32025899062632107,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,7.5,0.66,59.7,0.09343570396057842,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,20.59,0.991,66.6,0.3276520141450235,❌ REJECT
Data Analyst,Female,European,Master,Tier 3,6.54,0.941,81.8,0.2280290615533512,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,30.0,0.941,69.1,0.4759289637077234,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,4.09,0.589,84.8,0.13117702336451756,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,9.98,0.777,60.6,0.0915802018410164,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 2,5.43,0.764,67.5,0.10097386838582086,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,8.83,0.576,98.0,0.19623286958674005,❌ REJECT
Data Analyst,Male,Indian,Master,Unknown,22.26,1.0,87.1,0.40841990957089114,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,10.67,0.583,94.2,0.2196857534578921,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),4.75,0.583,82.8,0.0821351110182903,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,7.21,0.561,70.2,0.11532050825786332,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,10.5,0.93,83.8,0.7084917727985995,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,11.86,0.652,67.9,0.07156596240349412,❌ REJECT
Data Analyst,Female,American,Master,Tier 3,5.71,0.755,85.9,0.3067159104408854,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,4.7,0.855,74.4,0.1840395602820303,❌ REJECT
Data Analyst,Male,African,PhD,Tier 1 (Top),13.12,1.0,89.4,0.7135762810390888,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 2,3.61,0.958,76.9,0.5486652620986002,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,4.33,0.949,91.4,0.28783865777563045,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,18.01,0.566,85.6,0.6088911880428516,✅ SHORTLIST
Data Analyst,Female,Other,Bachelor,Tier 3,24.27,1.0,72.6,0.7535723566258818,✅ SHORTLIST
Data Analyst,Female,Asian (other),High School,Tier 2,9.94,1.0,82.2,0.2988763753731899,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,8.93,0.79,84.7,0.2724227604434299,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,10.15,0.973,87.9,0.42935138600105655,❌ REJECT
Data Analyst,Male,Asian (other),PhD,Tier 3,6.07,1.0,90.7,0.3597247884441028,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,25.65,0.946,62.0,0.38128394057032144,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,4.48,0.568,83.3,0.11778674086769027,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,5.98,0.831,81.2,0.25927297860626003,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 3,3.07,0.364,68.2,0.031041787059163398,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,14.13,0.717,76.0,0.20857836659059775,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,13.78,0.941,95.7,0.46877023933761414,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,7.43,0.494,70.0,0.054318787873331456,❌ REJECT
Data Analyst,Male,African,Master,Tier 3,9.76,0.598,82.7,0.1381540711514867,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,9.93,0.469,89.6,0.1446172331365816,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,7.61,1.0,61.5,0.302181272534959,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,20.67,0.542,58.3,0.17352765484228969,❌ REJECT
Data Analyst,Male,Asian (other),High School,Tier 3,9.56,0.974,92.2,0.28715318186106215,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,6.54,0.554,60.6,0.10953298822057853,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,7.03,0.73,86.7,0.15181335628557172,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,7.35,1.0,98.0,0.8452879343755789,✅ SHORTLIST
Data Analyst,Female,American,PhD,Tier 2,9.34,0.788,98.0,0.475991112374449,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,11.63,0.601,61.5,0.10783777474710804,❌ REJECT
Data Analyst,Female,American,Master,Tier 3,4.72,1.0,96.3,0.7703247061568611,✅ SHORTLIST
Data Analyst,Female,Asian (other),Bachelor,Tier 2,5.59,0.905,70.3,0.19707326848988058,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.24,0.847,79.0,0.22613274656701093,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,7.28,0.514,96.4,0.0775744487781833,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Unknown,11.42,0.831,69.4,0.12093332277895953,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,9.62,1.0,84.2,0.3333158270212681,❌ REJECT
Data Analyst,Non-binary/Other,Asian (other),Bachelor,Tier 2,9.21,1.0,90.3,0.5781733575808528,✅ SHORTLIST
Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 2,4.57,0.872,98.0,0.7029793698529204,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 1 (Top),7.0,0.858,89.3,0.27121225697427376,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),10.03,0.819,98.0,0.6222528090487436,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 3,7.48,0.558,79.5,0.10277424134379061,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 1 (Top),8.09,0.494,81.2,0.14186288887224097,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,9.59,0.25,88.3,0.10428015052953431,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,25.54,0.909,81.3,0.7689929181064739,✅ SHORTLIST
Data Analyst,Female,African,Master,Tier 1 (Top),4.57,0.698,78.8,0.5130272456948852,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,16.08,1.0,90.9,0.5252663562498715,✅ SHORTLIST
Data Analyst,Male,European,PhD,Tier 2,7.7,0.871,80.8,0.3849248750841319,❌ REJECT
Data Analyst,Female,European,Master,Tier 1 (Top),7.02,0.995,83.0,0.4799223278534428,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,8.87,0.814,83.7,0.25407749954279196,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,15.56,0.752,54.3,0.17198488583232457,❌ REJECT
Data Analyst,Female,American,PhD,Tier 1 (Top),14.5,1.0,96.1,0.8169186551715647,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),8.93,0.301,74.2,0.16153832329509224,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,5.11,0.57,75.6,0.03229795456706865,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,7.45,1.0,97.4,0.3610203099029883,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,12.58,0.882,67.6,0.253402339794809,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,4.25,0.782,67.7,0.09684896994201772,❌ REJECT
Data Analyst,Male,European,PhD,Tier 3,4.76,0.74,71.1,0.12337204959667723,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 3,9.11,0.817,98.0,0.45555277098709773,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,8.04,0.939,86.8,0.6653409728215598,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),14.51,0.947,98.0,0.8863899425657794,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),6.03,0.936,96.1,0.4889856330119658,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),14.74,0.735,61.2,0.14673037426041738,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 3,8.66,0.655,79.8,0.5977937881316465,✅ SHORTLIST
Data Analyst,Male,Indian,PhD,Tier 2,3.07,0.665,91.4,0.24482000761919254,❌ REJECT
Data Analyst,Male,Asian (other),Master,Unknown,10.13,0.961,66.7,0.6901296901729694,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 1 (Top),8.58,0.302,78.2,0.20237897200718774,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,10.59,0.858,79.2,0.6301852118179201,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),6.87,0.474,89.1,0.05897026584249925,❌ REJECT
Data Analyst,Male,American,High School,Tier 2,9.59,0.789,77.0,0.18502045708318035,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),11.7,0.621,70.2,0.10169968009327379,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,8.17,0.676,90.0,0.20708583583302392,❌ REJECT
Data Analyst,Female,Asian (other),High School,Tier 3,8.38,0.729,98.0,0.21307752685816447,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 1 (Top),3.67,0.729,68.7,0.18923427284425148,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 1 (Top),5.69,0.563,91.1,0.11504651524971245,❌ REJECT
Data Analyst,Male,Other,Master,Tier 1 (Top),6.88,0.992,72.0,0.6390293679757901,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 1 (Top),29.22,1.0,94.3,0.9234091262558372,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Unknown,7.37,0.765,77.4,0.2194418385252661,❌ REJECT
Data Analyst,Male,Other,Master,Tier 2,3.44,1.0,60.5,0.20108009916334396,❌ REJECT
Data Analyst,Female,African,Master,Tier 3,10.7,0.799,85.3,0.2161300670750265,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 1 (Top),16.42,0.861,80.2,0.3534505255247686,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,5.1,0.561,90.5,0.19263688031993126,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,12.97,0.376,70.9,0.1061391028764345,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,7.39,0.738,98.0,0.2268909343955639,❌ REJECT
Data Analyst,Female,American,PhD,Tier 1 (Top),10.43,0.544,93.5,0.2935464494123506,❌ REJECT
Data Analyst,Male,American,Master,Tier 1 (Top),4.49,0.863,82.5,0.40341264342793,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 3,16.15,1.0,83.7,0.6134405625759176,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,16.75,1.0,79.3,0.618307877141874,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 1 (Top),8.33,0.497,77.4,0.2594167891218374,❌ REJECT
Data Analyst,Female,Other,Master,Unknown,18.95,1.0,98.0,0.45375768330739186,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,12.35,0.699,88.8,0.2038946684512539,❌ REJECT
Data Analyst,Male,Asian (other),High School,Tier 2,18.23,1.0,98.0,0.8307512037368164,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,5.15,0.614,98.0,0.2377789109939401,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,5.21,0.61,77.4,0.158512164594706,❌ REJECT
Data Analyst,Female,European,PhD,Tier 2,6.32,0.571,71.6,0.09457661797236615,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,8.75,0.982,98.0,0.6622079403796647,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 3,24.31,1.0,85.1,0.5926540607802236,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,11.3,0.512,72.8,0.09598055864795191,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,4.42,0.54,89.7,0.11262782218404262,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,11.25,0.785,80.2,0.24992784874754836,❌ REJECT
Data Analyst,Female,American,Master,Tier 1 (Top),20.25,0.885,87.6,0.678427681471063,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,13.31,0.956,62.1,0.23598295101619565,❌ REJECT
Data Analyst,Male,Other,High School,Tier 2,8.19,1.0,71.1,0.2123943168211239,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),12.36,0.884,68.0,0.5661342013948508,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 3,4.14,0.483,75.5,0.03517189976551848,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,7.59,0.504,77.6,0.07573289081542509,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,22.04,0.711,88.4,0.7019131902597654,✅ SHORTLIST
Data Analyst,Male,Indian,High School,Tier 2,9.15,0.876,61.2,0.17418223556960022,❌ REJECT
Data Analyst,Female,African,Master,Tier 3,9.42,0.666,60.4,0.09660696995603267,❌ REJECT
Data Analyst,Male,Other,Master,Tier 2,10.46,1.0,98.0,0.534763694746716,✅ SHORTLIST
Data Analyst,Female,Asian (other),Master,Tier 2,14.49,0.794,81.3,0.5130600998244984,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 2,9.71,0.856,67.3,0.12237420077404898,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,10.88,0.825,98.0,0.6718843449371441,✅ SHORTLIST
Data Analyst,Male,Indian,High School,Tier 2,3.6,1.0,87.2,0.6283830915002996,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.83,0.687,71.2,0.5074782861235945,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,10.59,0.962,78.0,0.45849647787031683,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,8.44,0.867,80.3,0.27945679790462785,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),21.38,1.0,61.9,0.5941862309513577,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 3,13.96,0.783,83.1,0.3316251086324747,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,3.58,0.933,71.2,0.1619933228462739,❌ REJECT
Data Analyst,Male,European,High School,Tier 2,4.59,0.516,73.2,0.02778742398925243,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,10.39,0.83,61.8,0.12118894641173233,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,3.58,0.754,70.3,0.16830364120204785,❌ REJECT
