age,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
37,0,1,0,4,1,8.62,7.57,95156.3,3,1.0,1,0,91.2,44.3,7,0,0
44,0,1,0,3,2,13.19,12.45,207653.29,5,0.804,1,1,95.8,71.83,7,2,1
22,1,4,0,4,1,3.07,5.74,118277.42,8,0.84,4,0,96.9,84.14,1,2,0
49,1,4,2,3,0,20.49,18.82,147216.15,4,1.0,2,1,92.8,52.87,2,2,1
21,1,0,1,4,2,8.07,6.94,111399.97,5,0.885,3,0,81.8,142.08,0,0,0
30,1,2,2,1,1,5.43,3.6,86178.88,2,0.608,1,0,62.5,36.41,9,0,0
36,0,1,2,1,2,6.36,4.73,148164.29,6,0.794,2,0,70.9,51.92,9,2,0
34,0,2,0,0,1,14.22,16.66,129150.51,2,0.934,1,1,73.2,114.67,4,0,0
27,1,4,0,3,1,11.42,13.07,115043.4,5,0.644,3,1,86.7,50.67,1,2,0
30,1,3,0,2,1,8.98,9.32,93923.36,6,0.546,1,0,69.3,58.12,7,1,0
28,1,0,2,2,2,14.52,14.88,155510.47,7,1.0,1,0,69.3,51.33,3,3,0
27,0,0,1,3,1,7.78,6.5,74453.12,4,0.637,4,1,71.0,62.25,9,4,1
38,0,4,0,1,2,6.55,6.67,120225.32,1,0.555,5,0,76.3,95.2,1,0,0
34,1,2,0,0,2,13.81,14.65,155016.31,1,0.468,3,0,84.2,28.5,1,2,0
26,1,1,0,3,2,6.42,7.4,113965.69,2,0.538,1,0,75.3,88.9,9,2,0
39,0,0,0,3,2,6.54,5.22,120074.7,7,1.0,0,1,67.8,36.56,9,0,0
34,0,1,2,0,2,6.32,5.38,74509.87,2,0.57,0,0,59.7,12.73,9,2,0
38,1,2,2,3,1,17.41,17.91,216942.27,5,1.0,3,0,73.3,53.16,5,2,1
37,0,4,2,1,1,16.89,16.15,162450.74,5,1.0,0,0,92.0,69.15,9,1,1
25,0,3,2,2,1,7.82,8.51,130766.27,2,0.39,2,0,72.2,55.73,7,2,0
27,1,1,2,2,2,9.52,10.08,111031.79,3,0.722,2,0,63.3,32.21,3,4,0
37,0,3,0,1,2,8.68,9.63,92742.45,3,0.737,0,0,98.0,64.9,9,0,0
36,1,3,2,2,2,16.02,16.03,165483.45,2,1.0,1,1,76.4,114.32,3,0,0
31,0,5,0,2,0,9.43,9.73,94960.32,4,0.984,1,0,89.8,33.7,4,2,1
32,1,2,0,1,1,11.02,10.77,123216.42,3,1.0,2,0,86.0,30.1,3,2,1
42,1,4,0,3,2,14.18,13.17,211319.75,3,0.57,1,0,89.0,100.38,2,1,0
27,1,2,0,3,1,5.11,3.54,84186.89,6,0.374,2,1,98.0,89.7,6,1,0
36,1,4,0,4,2,7.21,7.53,98697.51,4,0.739,2,1,79.7,99.25,9,2,0
30,1,3,1,1,1,6.1,5.11,66340.53,2,0.596,2,0,95.7,9.65,7,1,0
30,1,0,2,3,1,4.98,3.77,91554.17,5,0.491,1,0,64.5,49.18,9,1,0
40,0,4,0,3,2,9.34,8.53,100226.62,0,0.62,1,0,79.1,28.03,7,2,0
38,0,0,0,1,1,22.2,21.87,211636.45,4,0.936,1,0,73.4,42.04,9,0,0
38,1,2,2,2,2,10.93,11.8,105784.34,2,0.724,0,1,76.7,154.31,9,1,0
42,1,1,0,3,1,8.37,9.38,119397.36,6,0.68,3,0,66.2,107.79,0,2,0
32,0,4,0,2,0,13.09,10.99,133955.42,7,0.379,2,0,71.5,42.29,2,0,0
37,1,1,2,2,2,8.71,8.36,180991.89,4,0.294,2,1,87.4,42.5,4,2,0
29,2,5,0,3,2,13.05,14.33,162808.31,5,1.0,1,1,84.9,28.57,1,1,0
34,1,4,0,1,2,18.55,16.94,126616.39,3,0.536,2,0,67.9,166.32,9,1,0
30,0,3,0,3,2,5.14,4.74,109098.88,1,0.974,0,1,98.0,123.16,9,1,1
32,1,4,0,3,2,4.81,5.31,63680.19,3,0.944,1,0,87.8,58.84,5,2,0
36,0,4,0,3,2,11.47,10.05,78182.38,3,0.699,2,1,95.6,46.53,9,3,1
25,0,2,0,0,0,10.97,13.18,100735.96,4,0.743,5,0,80.8,43.55,1,0,0
48,0,4,0,2,0,13.68,14.21,114618.47,4,0.874,1,1,87.7,57.27,9,1,1
23,2,5,0,3,0,9.0,8.23,148011.23,3,0.894,2,0,85.3,70.71,7,2,0
22,1,1,3,2,2,4.48,3.69,96644.16,5,0.867,2,1,98.0,44.61,9,2,0
41,0,1,0,3,1,17.4,16.17,173501.15,4,1.0,1,0,78.4,67.3,9,2,0
38,1,4,2,3,0,9.88,10.88,153301.2,4,0.733,1,0,98.0,79.11,2,0,0
36,0,5,0,2,0,7.31,6.46,178678.25,6,0.718,3,1,82.7,80.6,9,2,0
37,1,4,2,3,1,6.35,9.15,110933.13,4,0.78,3,0,72.8,105.06,1,2,0
31,0,1,0,4,2,13.66,14.19,220000.0,3,0.744,0,1,63.3,114.66,4,2,1
24,0,1,0,1,2,5.36,4.62,117933.62,5,0.828,2,0,84.2,84.64,7,1,0
32,1,1,0,0,2,5.04,7.54,72229.56,9,0.246,1,0,77.5,197.68,4,2,0
26,1,3,2,3,2,4.71,1.79,83898.14,3,0.853,5,1,82.0,18.68,9,2,0
39,1,3,1,4,0,13.07,14.57,98298.79,2,0.682,2,0,92.6,104.26,9,1,0
30,0,4,0,2,2,8.84,7.86,117512.65,5,1.0,2,1,67.8,58.24,2,1,0
25,1,1,1,3,1,11.79,11.35,146277.43,5,1.0,0,0,81.2,38.74,7,1,0
29,0,2,0,3,2,30.0,30.0,205755.65,3,1.0,0,1,74.9,119.56,4,1,1
35,0,1,2,4,1,6.96,7.46,155708.65,6,0.746,3,1,75.6,94.66,5,2,1
27,0,4,2,3,1,10.39,10.75,115099.12,1,0.715,3,1,64.5,72.3,1,2,0
25,1,4,0,2,0,15.32,13.48,117044.26,1,0.902,2,1,98.0,73.95,1,1,1
33,1,4,0,4,2,9.43,9.25,93349.62,6,0.964,3,0,98.0,122.5,8,0,0
33,0,4,0,2,1,9.73,9.11,101693.95,3,0.635,2,0,80.9,5.61,9,0,0
27,0,4,3,2,1,3.7,3.49,101628.09,4,0.275,4,0,74.9,93.89,8,1,0
28,2,1,0,3,1,10.53,8.63,119987.21,1,0.551,0,0,78.9,65.79,7,2,0
33,1,4,0,3,1,14.86,13.39,163905.36,5,0.951,2,1,81.6,50.84,9,4,1
21,0,3,0,0,2,3.01,4.33,83676.67,3,0.92,1,0,85.3,42.1,9,1,0
21,1,5,0,3,1,4.79,5.69,92814.14,5,0.732,2,0,91.8,68.41,9,2,0
26,0,5,2,3,1,26.71,29.38,203315.2,6,0.732,1,0,85.8,68.0,0,1,0
30,0,2,0,2,1,17.46,18.02,204316.68,3,1.0,1,1,96.8,52.52,4,2,1
34,0,4,2,3,1,11.61,10.15,111763.85,1,0.902,0,0,75.9,106.35,9,2,0
43,0,4,0,3,1,15.31,18.11,142286.83,3,1.0,3,0,92.4,99.49,1,4,0
38,1,0,2,2,0,8.85,9.32,143719.91,3,0.74,4,0,80.1,113.04,1,2,0
30,0,4,1,4,2,25.18,23.01,155461.5,1,0.611,1,1,87.5,79.1,9,0,0
31,2,4,2,2,2,7.27,6.89,105250.48,3,0.88,2,0,54.0,24.28,2,1,0
23,1,1,0,1,1,11.63,12.73,146131.44,3,0.879,4,1,81.8,48.0,1,1,1
31,0,4,2,4,2,7.81,5.83,220000.0,0,0.355,3,0,79.2,17.77,2,0,0
29,1,0,2,2,1,14.42,13.2,106499.25,5,1.0,1,0,81.5,13.53,9,2,0
34,0,2,0,2,1,12.12,12.74,93963.55,2,0.741,3,0,96.1,27.62,3,2,0
25,1,2,0,3,2,6.41,5.62,77286.67,1,0.807,2,1,98.0,20.76,9,2,0
36,0,2,3,3,1,12.7,15.5,160077.2,1,1.0,5,0,87.4,108.59,1,2,1
44,1,4,0,0,2,8.12,7.35,152396.06,4,0.556,1,0,83.9,42.19,9,1,0
31,1,2,3,3,0,13.94,13.12,180975.21,1,0.803,1,1,91.3,24.29,7,1,0
35,1,4,0,4,1,5.08,4.14,80620.05,6,0.674,3,0,82.7,45.42,1,2,0
37,1,3,0,4,1,13.93,11.65,102251.5,2,1.0,0,1,94.4,60.16,9,1,1
28,0,4,0,4,2,10.77,10.67,107246.12,6,1.0,1,0,91.1,26.9,9,3,0
33,1,3,1,2,1,13.98,12.56,120911.07,5,1.0,2,1,84.7,68.76,3,2,1
32,0,5,0,2,2,7.96,9.06,79381.13,5,0.81,1,1,82.3,14.73,3,1,0
32,2,4,0,2,2,9.61,9.3,110761.46,6,0.615,2,1,66.7,7.64,8,2,0
25,0,4,3,1,1,0.91,3.5,106737.78,7,0.706,1,0,62.4,81.73,0,2,0
32,0,4,2,2,2,4.65,3.09,58355.84,2,0.854,3,0,76.8,170.07,5,0,0
35,1,1,1,0,2,10.62,10.83,114310.51,3,1.0,2,0,66.8,47.96,1,1,1
43,1,4,0,3,0,9.3,8.49,107858.52,2,1.0,1,0,84.5,16.07,2,0,1
39,1,2,2,3,0,6.22,6.69,122853.23,4,0.772,2,0,91.6,18.67,9,2,0
49,1,1,0,3,2,13.76,13.7,113589.57,4,0.524,0,1,66.9,23.38,9,1,1
25,0,1,2,3,1,12.02,11.85,106727.77,8,1.0,2,1,86.9,143.64,2,0,0
38,1,2,0,2,1,11.6,11.89,129917.61,6,0.723,1,1,85.1,18.63,9,2,0
33,0,4,2,3,2,5.0,4.39,112196.91,4,0.7,3,0,54.6,163.13,1,1,0
49,1,4,0,3,2,9.57,12.26,91072.78,2,1.0,2,1,76.9,57.13,0,4,0
25,0,2,2,1,0,3.25,4.45,94002.84,4,0.514,2,0,98.0,20.75,9,0,1
25,1,2,0,2,1,15.34,12.24,220000.0,5,0.956,2,0,77.5,87.35,2,0,0
27,1,4,0,0,2,3.3,3.14,83025.13,3,0.755,1,0,80.7,172.08,9,0,0
21,0,4,1,0,2,4.61,2.36,95412.78,7,0.612,3,0,78.8,112.92,7,2,0
27,1,4,0,2,2,6.02,4.46,96685.32,7,0.713,1,1,85.1,128.77,3,1,0
25,0,4,0,3,0,3.59,2.56,103057.94,3,1.0,2,0,84.5,62.88,7,0,0
33,1,4,2,3,2,8.54,9.11,103480.54,3,0.462,1,1,92.8,115.44,0,0,1
34,1,3,0,2,1,4.77,4.03,93770.17,3,0.796,1,1,69.0,55.22,5,2,0
47,0,2,0,0,0,7.27,7.27,132486.02,3,0.87,2,1,77.8,48.35,5,1,0
39,1,4,0,4,2,8.6,9.24,115902.74,2,1.0,6,0,90.8,73.14,1,3,0
27,0,3,2,3,1,1.85,2.0,170406.46,1,0.425,2,0,60.1,126.48,3,2,0
24,1,4,2,4,2,5.93,8.43,95575.9,1,0.941,2,1,85.0,83.5,4,4,1
35,0,1,2,1,1,26.39,25.29,201263.8,7,1.0,0,0,79.3,57.34,9,1,1
21,1,3,3,3,0,8.05,10.25,134492.56,4,0.882,7,0,75.0,61.85,0,1,1
46,1,0,3,3,1,6.97,10.47,126667.61,1,1.0,2,0,81.0,173.46,0,1,0
41,1,4,2,2,1,7.1,7.89,84850.11,5,0.973,1,1,94.5,104.96,4,1,1
28,1,4,0,2,0,6.71,6.99,130828.59,8,0.662,3,0,83.4,47.72,9,4,0
21,1,3,0,3,1,3.79,3.35,88773.29,0,0.867,1,1,85.0,23.75,6,2,0
42,0,1,0,3,2,8.26,7.48,87896.38,2,0.747,1,0,83.1,47.55,7,4,0
31,0,4,3,3,0,5.76,5.5,144546.79,7,0.727,5,0,98.0,33.12,9,2,0
41,1,4,0,1,0,22.95,24.45,220000.0,5,1.0,4,0,98.0,70.75,9,2,1
21,1,1,0,2,2,14.51,11.58,136928.03,3,0.704,2,0,65.7,44.57,2,2,0
27,1,4,3,3,0,4.24,4.13,103160.17,2,0.662,2,0,73.6,73.82,0,2,1
32,1,5,0,3,1,8.63,5.9,113653.12,4,0.899,1,1,73.7,104.49,7,1,1
32,1,1,2,2,0,6.51,5.68,99922.48,7,0.73,2,0,97.4,114.1,7,0,1
28,1,4,2,4,2,2.54,4.06,195414.59,3,1.0,1,0,79.9,85.47,0,0,0
36,2,3,2,1,1,5.16,3.39,85359.46,3,0.861,0,0,74.0,40.61,9,0,0
23,0,4,2,2,0,5.95,3.55,130624.12,1,0.446,0,1,62.4,101.84,9,0,0
30,1,1,2,1,2,5.97,3.53,124193.8,2,0.886,0,0,83.8,121.19,2,0,0
32,1,1,2,3,2,14.76,15.68,125105.96,3,1.0,5,0,98.0,103.59,1,2,0
36,0,1,0,3,2,6.96,5.86,88216.24,2,0.536,0,1,97.2,52.63,2,1,1
37,1,2,2,4,2,9.3,6.75,99473.19,6,0.974,2,0,64.9,35.05,5,1,1
23,0,4,2,1,0,11.56,11.69,124965.35,5,0.955,0,0,88.0,109.11,8,2,0
21,0,0,0,4,1,16.46,15.71,165262.27,6,0.797,2,0,74.4,93.91,9,2,0
42,0,2,0,4,1,9.06,12.17,102990.39,1,0.887,3,1,79.8,40.86,0,2,0
34,1,4,0,2,2,16.6,18.1,158455.23,5,1.0,0,0,98.0,65.18,8,1,1
26,0,4,0,2,1,7.32,6.57,96289.31,4,0.597,0,1,70.8,75.24,6,2,0
44,0,4,1,3,2,16.13,16.83,136124.98,6,0.727,3,1,74.8,42.63,3,4,0
32,0,4,2,0,1,6.66,5.87,75585.75,2,0.934,6,0,64.3,35.1,6,1,0
41,0,1,0,0,1,8.84,8.02,108374.58,4,0.511,4,0,97.7,26.29,7,0,0
32,1,4,0,0,1,9.84,8.37,117867.98,4,0.925,1,0,70.7,99.75,2,4,0
48,1,5,0,3,3,7.98,7.27,66645.03,5,0.439,1,0,90.3,27.27,2,1,1
46,0,4,0,0,0,9.86,8.97,139210.34,3,0.881,1,0,93.6,31.52,9,2,0
30,0,4,0,1,2,7.73,6.79,65166.11,6,0.429,1,0,73.7,38.58,2,0,0
39,0,4,0,3,0,10.51,8.93,131860.26,4,0.725,0,0,96.1,68.42,2,4,0
37,0,4,2,2,0,13.3,16.16,165843.62,3,1.0,3,0,80.3,82.83,0,1,1
42,1,0,2,1,1,6.67,4.71,82672.81,2,0.781,3,0,69.4,55.45,2,1,1
24,1,3,2,1,2,5.07,4.63,75459.96,1,0.994,2,0,49.9,113.46,3,0,0
37,1,4,0,3,2,6.81,7.49,122240.23,4,1.0,1,0,85.7,160.24,9,2,0
40,1,0,2,2,2,15.74,14.78,156315.33,2,0.876,1,0,88.8,105.23,7,0,1
21,0,2,2,2,2,3.31,3.92,135661.1,5,0.997,2,0,58.9,27.22,9,0,0
22,1,2,3,1,1,6.65,4.18,113777.95,3,0.686,3,1,80.6,124.64,7,2,0
21,0,0,1,4,2,3.27,4.77,111520.28,4,0.666,3,0,74.1,64.19,9,1,0
29,0,3,1,4,2,19.04,20.51,156278.37,0,0.902,4,0,85.8,145.48,4,1,1
37,1,1,0,3,2,13.85,13.59,130293.78,2,0.841,5,0,84.7,37.22,4,3,1
44,1,4,2,4,1,9.28,9.37,95712.84,3,0.666,1,1,98.0,45.92,4,0,1
32,0,4,2,2,1,11.4,9.8,112497.53,1,1.0,4,0,97.9,24.17,9,1,0
45,2,1,0,4,2,10.28,11.56,129407.23,3,0.876,2,0,55.6,38.61,9,1,0
21,0,0,0,3,3,13.84,16.05,169034.8,3,1.0,3,0,98.0,113.26,1,1,0
21,1,3,2,0,2,6.38,4.32,140145.75,6,0.594,1,1,92.1,5.17,7,1,0
31,1,5,2,2,1,16.41,14.97,165281.74,1,0.634,1,0,65.4,16.27,8,2,0
35,1,4,2,4,1,8.59,9.29,104875.59,2,0.78,1,1,65.0,63.32,9,2,1
31,1,3,2,3,0,13.12,9.37,105194.05,0,0.869,0,0,97.3,103.51,5,2,1
21,0,3,0,2,1,18.11,17.25,189373.31,4,0.978,1,0,77.1,186.64,7,2,0
31,0,3,0,3,3,19.23,18.86,121375.85,3,0.518,2,0,73.5,56.7,2,0,0
21,1,3,2,2,1,11.39,12.75,103629.79,3,0.847,1,0,79.2,50.95,9,1,0
37,1,4,2,3,1,20.29,18.27,137977.73,3,0.862,5,1,98.0,42.46,6,2,1
34,1,4,2,3,3,3.3,2.54,118531.13,7,0.553,0,0,76.3,57.47,9,2,0
24,0,5,1,3,2,10.89,10.46,120467.75,2,0.834,2,1,75.4,52.21,2,1,0
27,1,4,1,0,1,12.08,11.39,215328.82,2,0.625,1,0,85.0,60.17,5,1,0
23,0,1,0,4,1,2.54,4.92,86068.56,5,0.502,2,1,87.0,11.08,0,0,0
31,1,1,0,2,0,4.3,5.8,166927.22,3,0.517,1,0,93.4,35.91,9,0,0
39,0,4,0,2,2,18.19,17.66,151858.1,5,0.821,3,0,98.0,14.49,4,1,1
24,1,2,3,3,2,3.98,1.63,84245.56,3,0.792,2,1,96.9,101.34,2,3,0
36,1,2,2,2,1,14.41,17.21,130100.06,5,0.926,3,0,65.1,110.31,1,2,0
27,0,0,0,0,0,14.58,16.42,135724.8,9,1.0,2,1,90.2,80.16,0,2,0
25,0,1,0,3,2,10.58,11.33,89921.85,5,1.0,1,0,66.0,87.95,1,1,0
31,1,3,2,1,1,11.9,12.01,140650.0,5,0.682,3,0,60.6,40.02,1,2,0
23,1,0,0,2,0,7.96,8.2,143253.84,4,0.486,2,0,90.4,74.09,9,1,0
27,1,5,2,0,2,14.39,15.31,141929.78,3,0.573,2,0,79.2,29.39,4,3,0
22,1,5,0,4,1,6.22,6.12,88987.37,3,0.813,2,0,79.6,56.18,3,2,0
47,0,2,0,3,2,13.89,13.41,100100.7,1,0.808,0,1,90.7,51.35,9,1,0
32,0,4,1,4,1,2.87,0.62,64954.07,3,0.716,3,0,96.5,37.17,5,0,0
26,1,4,0,2,2,5.39,6.5,119938.48,3,0.742,4,1,98.0,17.91,9,2,0
33,1,2,0,2,2,7.9,8.12,108745.77,0,0.726,0,0,84.9,27.2,5,1,0
31,1,0,2,4,0,10.59,12.07,142532.24,2,1.0,2,1,83.4,90.31,1,2,1
30,1,2,2,1,1,12.36,13.86,115882.64,3,0.713,2,1,89.2,163.86,9,0,1
36,1,4,3,2,1,8.93,5.56,113430.4,2,1.0,2,1,92.9,122.37,9,2,0
38,0,3,2,3,2,8.47,8.33,136566.96,5,0.819,0,1,94.0,116.09,6,1,0
27,1,4,0,3,1,6.61,5.17,101893.22,1,0.83,4,0,80.8,79.58,9,2,0
27,0,1,0,1,1,3.32,2.8,122733.64,4,0.754,1,0,90.7,49.6,1,2,0
29,0,1,2,4,1,6.21,5.1,86348.56,1,0.761,3,1,86.0,28.45,2,2,1
21,0,5,0,2,0,3.53,4.17,73168.58,2,0.755,4,0,77.8,24.72,8,1,0
21,0,4,3,1,1,11.58,11.09,140794.44,2,0.849,2,0,88.2,29.38,8,1,1
42,0,3,0,3,2,14.25,15.6,101937.05,1,1.0,2,1,98.0,71.47,8,2,1
45,0,4,2,3,2,9.92,11.36,172195.46,6,0.844,4,1,85.0,107.26,9,1,1
30,1,3,3,3,1,6.31,3.11,118181.15,1,0.888,2,1,98.0,18.73,7,0,0
36,1,3,0,3,2,8.42,9.92,115918.38,2,0.837,2,0,71.2,63.92,9,1,0
34,1,5,0,2,1,7.34,8.84,154515.98,6,0.546,1,0,86.6,39.54,9,1,0
55,0,4,0,3,2,14.08,13.44,105947.93,3,0.902,2,0,92.5,56.46,3,4,1
40,0,4,0,2,2,17.59,19.33,143275.28,5,0.919,6,1,80.1,18.51,1,2,0
30,1,2,2,2,2,2.91,1.0,88374.78,4,0.465,2,0,81.9,29.68,2,1,0
24,0,4,1,3,2,7.06,8.06,82047.39,1,1.0,2,0,70.0,98.02,2,1,0
21,0,4,0,2,2,5.67,5.49,72102.66,1,0.823,1,0,73.3,75.02,9,4,0
33,0,1,2,3,2,5.97,7.29,112389.23,9,1.0,4,0,89.8,48.53,9,2,0
25,0,3,3,2,2,1.58,5.08,96754.81,3,0.847,4,1,91.7,96.3,0,0,0
21,0,4,0,3,0,4.16,7.62,103605.08,5,0.86,3,0,78.3,36.47,0,1,0
26,1,4,2,4,1,3.87,4.37,220000.0,5,0.671,1,1,81.4,50.31,6,0,0
23,1,2,0,2,0,6.31,5.91,95072.42,3,0.495,2,1,98.0,68.22,2,2,0
45,1,1,2,3,1,12.5,12.9,218984.47,5,0.543,3,1,90.5,58.71,9,0,0
39,1,4,0,1,2,5.27,3.79,170641.86,4,0.908,0,0,74.4,16.36,7,4,0
31,1,4,3,2,2,3.76,7.26,141621.73,2,0.714,3,0,66.0,264.03,0,0,0
43,0,3,2,3,2,11.95,10.63,101742.64,7,1.0,1,1,98.0,110.89,2,2,0
32,0,4,0,2,2,8.01,6.05,71433.85,5,0.198,4,1,74.4,114.25,7,4,0
25,0,2,0,2,1,8.74,7.11,87674.9,6,0.874,4,0,90.4,61.6,9,2,0
44,1,3,0,4,2,12.22,10.61,144189.71,5,1.0,1,0,78.9,50.01,2,2,0
36,1,1,2,2,1,5.92,5.21,86546.7,8,0.635,2,0,94.8,13.5,9,2,0
23,1,5,2,3,2,2.0,4.51,118691.93,2,0.994,3,0,98.0,52.46,0,1,0
30,1,1,2,2,2,27.13,26.0,192183.02,6,1.0,2,1,95.7,55.98,3,1,1
24,0,4,2,3,3,9.83,7.83,96320.54,4,0.83,2,1,85.7,79.6,7,2,0
21,1,3,2,3,2,16.77,16.81,148498.31,2,0.776,2,1,68.8,138.95,9,2,0
39,1,3,3,3,1,7.04,7.71,118848.85,4,0.968,2,0,76.0,83.56,2,3,0
47,0,4,2,1,0,7.94,9.34,124979.55,3,1.0,3,0,89.2,76.5,3,1,1
21,1,4,0,0,2,2.83,4.3,116104.31,4,0.803,5,0,76.7,88.26,9,2,0
36,0,1,2,3,1,30.0,30.0,190918.68,5,1.0,3,0,98.0,48.75,7,2,1
26,1,4,0,1,2,13.6,11.97,128606.22,2,0.922,1,0,88.5,48.96,2,2,0
28,2,2,3,0,1,12.09,11.92,178146.19,3,0.942,1,0,93.8,31.8,1,0,1
27,1,3,0,4,0,12.77,12.1,107174.95,3,0.76,3,0,83.4,61.15,6,4,1
25,0,1,0,3,0,16.0,15.79,199369.92,2,1.0,2,0,70.6,102.6,2,1,1
32,1,1,0,4,2,10.01,10.04,123843.26,4,0.779,3,1,83.1,80.64,7,3,0
25,0,4,2,3,0,3.52,6.48,100275.17,3,0.636,2,0,67.1,56.69,0,1,0
34,1,4,0,0,2,5.64,6.59,64371.32,6,0.77,2,1,98.0,62.05,9,1,1
31,1,4,3,3,1,3.75,1.21,92344.83,4,0.638,2,0,86.5,37.5,7,1,1
30,0,4,0,4,1,5.49,5.84,84401.23,2,0.387,1,0,71.8,16.94,9,2,0
24,1,4,0,3,2,3.48,4.59,84331.57,2,0.761,1,1,83.9,40.59,1,1,0
27,1,1,1,1,1,9.42,10.92,126262.33,0,1.0,0,0,67.1,76.45,9,1,0
38,1,2,0,3,1,6.6,9.42,111225.77,5,0.91,2,1,98.0,47.17,0,2,1
36,0,1,0,4,2,10.49,10.91,150771.95,5,0.923,0,1,98.0,62.0,2,1,1
24,1,5,0,4,2,21.2,20.15,153621.03,5,0.925,3,1,87.0,95.27,8,2,0
32,1,2,0,2,1,8.98,8.03,96887.86,1,0.808,1,1,96.9,118.74,3,3,1
38,1,5,1,3,2,9.62,8.13,220000.0,5,0.779,1,0,75.7,10.77,9,1,0
21,0,0,0,2,3,3.3,6.1,62627.58,7,1.0,2,1,92.5,148.65,1,0,1
36,0,3,2,2,2,13.77,11.92,107078.74,3,0.749,1,0,61.1,128.15,9,2,0
26,1,3,0,4,2,9.32,9.24,84468.84,3,0.64,1,1,94.4,123.67,2,0,0
36,1,4,0,3,2,18.49,18.92,163919.24,1,1.0,2,0,98.0,84.59,2,2,1
25,1,2,0,3,2,8.1,8.42,102004.98,2,0.478,0,1,83.9,20.37,4,0,0
21,1,3,0,1,2,8.61,6.69,101632.56,2,0.984,2,0,81.1,47.53,9,2,0
21,1,1,0,3,1,4.51,5.86,66453.57,7,0.664,1,0,64.9,116.89,0,4,0
32,1,3,2,3,0,8.65,9.62,104522.75,1,0.635,2,0,85.1,122.49,2,2,1
34,1,1,3,2,1,13.75,12.67,147193.56,4,0.525,2,1,97.3,130.56,9,2,0
24,0,1,1,3,1,17.02,15.09,130630.45,2,0.718,2,1,65.9,104.81,9,0,0
37,1,1,0,2,0,13.11,13.33,156285.99,6,0.802,1,1,79.3,19.77,6,0,1
21,0,2,0,2,0,7.23,6.86,184193.13,3,0.669,2,0,66.5,164.39,9,0,0
31,1,0,0,3,1,24.84,24.86,196035.6,4,1.0,2,0,91.1,67.69,8,2,1
22,1,0,1,4,0,2.0,2.84,91031.93,3,0.554,2,0,76.5,29.46,1,2,0
26,0,2,0,2,0,8.24,9.98,108250.38,8,0.852,2,1,92.2,12.56,3,4,1
32,1,4,2,0,0,8.17,10.19,101782.31,4,0.884,0,0,90.6,79.08,4,2,0
25,1,5,1,1,1,1.78,0.5,41821.2,5,0.542,0,0,78.5,174.49,5,1,0
28,0,4,0,2,2,4.2,3.03,55580.36,5,0.419,3,1,77.4,36.1,9,1,0
40,1,0,2,1,2,12.06,12.41,146982.48,2,0.784,1,0,78.1,12.27,1,2,0
27,1,4,0,3,2,17.01,15.52,107678.69,2,1.0,0,0,72.5,90.06,9,0,1
38,1,1,1,4,2,12.42,14.17,86683.78,2,0.82,0,0,98.0,12.8,1,1,0
22,1,2,2,4,1,4.94,2.56,102608.65,5,0.739,0,1,83.2,95.48,9,2,1
36,0,3,1,3,2,11.04,14.21,114337.35,5,0.51,2,1,96.7,224.59,0,2,0
43,1,1,2,0,2,11.86,11.71,145044.84,3,0.875,0,1,98.0,111.67,4,4,0
21,1,3,1,3,1,3.33,3.75,50715.48,6,0.292,6,1,98.0,66.51,1,1,1
25,1,1,0,3,2,5.32,4.99,115740.09,3,0.661,2,0,86.0,34.79,9,0,1
36,1,4,2,2,0,9.66,8.0,116239.82,6,1.0,0,1,80.5,109.25,8,2,1
30,0,3,0,1,1,6.23,4.0,90025.22,2,0.601,2,0,86.2,119.01,2,0,0
34,1,4,0,2,1,6.86,5.83,73387.07,0,0.91,3,0,89.1,40.66,9,0,0
27,0,3,0,3,2,5.76,8.03,74599.23,0,0.929,2,1,75.8,145.44,0,2,0
32,0,4,2,0,0,9.77,7.09,116986.86,1,0.549,2,1,79.3,44.6,8,0,0
30,0,1,2,0,1,6.81,7.69,101499.31,4,0.987,1,0,91.8,73.84,3,2,1
41,1,1,0,4,1,8.45,7.03,166674.05,7,1.0,1,0,83.8,69.93,6,0,1
34,1,4,2,2,2,5.31,5.79,99210.23,3,0.727,2,0,84.1,102.17,0,1,0
34,0,1,2,3,0,9.55,11.86,134630.81,4,0.633,4,1,98.0,26.05,0,1,1
28,0,3,3,4,2,3.01,2.31,63255.6,1,1.0,1,0,90.2,90.49,2,4,0
28,1,5,0,2,1,6.89,7.89,88422.19,1,0.407,1,1,81.1,100.03,2,1,0
28,1,0,2,0,0,2.28,1.0,113193.74,1,0.901,2,1,87.6,39.57,2,2,0
35,1,2,0,2,1,5.85,4.84,132245.93,5,0.758,4,0,74.7,39.97,4,4,0
28,0,1,2,1,1,10.93,12.05,155064.39,5,0.602,3,0,66.0,80.46,0,2,0
34,1,1,0,1,2,6.59,7.78,111997.82,4,0.747,4,1,80.5,151.24,1,1,0
48,0,4,0,4,2,12.05,10.63,108034.1,4,1.0,1,0,87.4,237.72,2,2,0
38,0,4,2,3,1,13.59,10.96,94842.09,2,0.986,1,0,82.6,95.79,2,0,1
29,0,0,2,4,1,5.85,4.72,133727.98,2,0.99,0,0,52.3,68.44,2,3,0
